Date,State,Town,Longitude,Latitude,Sighting
3/25/2023,SLP,La Nigua,-99.4,22.6,40
3/25/2023,TX,Canyon Lake,-98.2,29.9,2
3/25/2023,MS,Hattiesburg,-89.3,31.3,1
3/26/2023,TX,Burnet,-98.4,30.9,1
3/26/2023,FL,Gainesville,-82.4,29.7,1
3/26/2023,CA,Chula Vista,-116.9,32.7,1
3/26/2023,TX,Gause,-96.7,30.7,2
3/26/2023,TX,Mesquite,-96.6,32.8,1
3/26/2023,FL,Bonita Springs,-81.7,26.4,1
3/26/2023,TX,Driftwood,-98,30.1,3
3/26/2023,TX,Driftwood,-98,30.1,3
3/26/2023,CA,Ramona,-116.8,33.1,1
3/26/2023,TAM,Cd Victoria,-99.1,23.7,10
3/26/2023,SC,Greenwood,-82.1,34.3,1
3/26/2023,PR,Palmarejo,-66.3,18.3,1
3/27/2023,GA,Blairsville,-84.1,35,1
3/27/2023,TX,Dallas,-96.8,32.8,1
3/27/2023,TX,Bryan,-96.3,30.8,1
3/27/2023,TX,Dallas,-96.8,32.8,1
3/27/2023,FL,Miami,-80.2,25.7,1
3/27/2023,TX,Gause,-96.7,30.7,1
3/27/2023,AL,Gulf Shores,-87.7,30.2,1
3/27/2023,FL,Plant City,-82.2,28.1,2
3/27/2023,TX,Driftwood,-98,30.1,6
3/27/2023,TX,Killeen,-97.8,31,3
3/27/2023,TX,Midlothian,-97,32.5,1
3/27/2023,TX,Midlothian,-97,32.5,1
3/27/2023,TX,Montgomery,-95.8,30.4,11
3/27/2023,TX,Edinburg,-98.2,26.3,1
3/28/2023,TX,Fort Worth,-97.3,32.8,2
3/28/2023,TX,Fulton,-97,28.1,1
3/28/2023,TX,Houston,-95.6,29.8,1
3/28/2023,FL,Plantation,-82.4,27,1
3/28/2023,AL,Wetumpka,-86.2,32.5,1
3/28/2023,LA,Covington,-90.2,30.5,1
3/28/2023,TX,Plano,-96.8,33,1
3/28/2023,AZ,Sun City,-112.3,33.6,1
3/28/2023,TX,Canyon Lake,-98.3,29.9,1
3/28/2023,LA,Lafayette,-92.1,30.2,1
3/28/2023,MS,Yazoo City,-90.4,32.9,2
3/28/2023,FL,Navarre,-86.9,30.4,2
